MANDT;SPRAS;LAND1;REGIO;COUNC;BEZEI
100;JA;DK;003;302;Frederikshavn
100;JA;DK;003;303;Hjorring
100;JA;DK;003;304;Jammerbugt
100;JA;DK;003;305;Laeso
100;JA;DK;003;306;Mariagerfjord
100;JA;DK;003;307;Morso
100;JA;DK;003;308;Rebild
100;JA;DK;003;309;Thisted
100;JA;DK;003;310;Vesthimmerland
100;JA;DK;003;311;Aalborg
100;JA;DK;004;401;Faxe
100;JA;DK;004;402;Greve
100;JA;DK;004;403;Guldborgsund
100;JA;DK;004;404;Holbaek
100;JA;DK;004;405;Kalundborg
100;JA;DK;004;406;Koge
100;JA;DK;004;407;Lejre
100;JA;DK;004;408;Lolland
100;JA;DK;004;409;Naestved
100;JA;DK;004;410;Odsherred
100;JA;DK;004;411;Ringsted
100;JA;DK;004;412;Roskilde
100;JA;DK;004;413;Slagelse
100;JA;DK;004;414;Solrod
100;JA;DK;004;415;Soro
100;JA;DK;004;416;Stevns
100;JA;DK;004;417;Vordingborg
100;JA;DK;005;501;Assens
100;JA;DK;005;502;Billund
100;JA;DK;005;503;Faaborg-Midtfyn
100;JA;DK;005;504;Fano
100;JA;DK;005;505;Frederica
100;JA;DK;005;506;Haderslev
100;JA;DK;005;507;Kerteminde
100;JA;DK;005;508;Kolding
100;JA;DK;005;509;Langeland
100;JA;DK;005;510;Middelfart
100;JA;DK;005;511;Nordfyn
100;JA;DK;005;512;Nyborg
100;JA;DK;005;513;Odense
100;JA;DK;005;514;Svendborg
100;JA;DK;005;515;Sonderborg
100;JA;DK;005;516;Varde
100;JA;DK;005;517;Vejen
100;JA;DK;005;518;Vejle
100;JA;DK;005;519;Aero
100;JA;DK;005;520;Aabenraa
100;JA;HK;HK;ABR;Aberdeen
100;JA;HK;HK;APC;Ap Lei Chau
100;JA;HK;HK;CBY;Causeway Bay
100;JA;HK;HK;CCH;Cheung Chau
100;JA;HK;HK;CEN;Central
100;JA;HK;HK;CHK;Chung Hom Kok
100;JA;HK;HK;CW;Chai Wan
100;JA;HK;HK;FOR;Fortress Hill
100;JA;HK;HK;HAP;Happy Valley
100;JA;HK;HK;KOR;Kornhill
100;JA;HK;HK;KT;Kennedy Town
100;JA;HK;HK;LAN;Lantau Island
100;JA;HK;HK;LI;Lamma Island
100;JA;HK;HK;MID;Mid-Levels
100;JA;HK;HK;NP;North Point
100;JA;HK;HK;PFL;Pokfulam
100;JA;HK;HK;PSH;Ping Shau
100;JA;HK;HK;QUA;Quarry Bay
100;JA;HK;HK;REP;Repulse Bay
100;JA;HK;HK;SHO;Shek O
100;JA;HK;HK;SKW;Shau Kei Wan
100;JA;HK;HK;SSW;Siu Sai Wan
100;JA;HK;HK;STN;Stanley
100;JA;HK;HK;SW;Sheung Wan
100;JA;HK;HK;SWH;Sai Wan Ho
100;JA;HK;HK;SYP;Sai Ying Pun
100;JA;HK;HK;THG;Tai Hang
100;JA;HK;HK;TIN;Tin Hau
100;JA;HK;HK;TKS;Tai Koo Shing
100;JA;HK;HK;TTM;Tai Tam
100;JA;HK;HK;WCH;Wanchai
100;JA;HK;HK;WES;Western District
100;JA;HK;HK;WON;Wong Chuk Hang
100;JA;HK;HK;WP;West Point
100;JA;HK;KLN;CH;Choi Hung
100;JA;HK;KLN;CSW;Cheung Sha Wan
100;JA;HK;KLN;DIA;Diamond Hill
100;JA;HK;KLN;HM;Hung Hom
100;JA;HK;KLN;HMT;Homantin
100;JA;HK;KLN;JOR;Jordan
100;JA;HK;KLN;KBA;Kowloon Bay
100;JA;HK;KLN;KLC;Kowloon City
100;JA;HK;KLN;KT;Kwun Tong
100;JA;HK;KLN;KTG;Kowloon Tong
100;JA;HK;KLN;KWF;Kwai Fong
100;JA;HK;KLN;LCK;Lai Chi Kok
100;JA;HK;KLN;LF;Lok Fu
100;JA;HK;KLN;LK;Lai King
100;JA;HK;KLN;LT;Lam Tin
100;JA;HK;KLN;MF;Mei Foo
100;JA;HK;KLN;MKO;Mongkok
100;JA;HK;KLN;NCW;Ngau Che Wan
100;JA;HK;KLN;NTK;Ngau Tau Kok
100;JA;HK;KLN;SK;Sai Kung
100;JA;HK;KLN;SKM;Sheck Kip Mei
100;JA;HK;KLN;SPK;San Po Kong
100;JA;HK;KLN;SSP;Sham Shui Po
100;JA;HK;KLN;TKO;Tseung Kwan O
100;JA;HK;KLN;TKT;Tai Kok Tsui
100;JA;HK;KLN;TKW;To Kwa Wan
100;JA;HK;KLN;TM;Tuen Mun
100;JA;HK;KLN;TST;Tsim Sha Tsui
100;JA;HK;KLN;TSW;Tsuen Wan
100;JA;HK;KLN;TWS;Tsz Wan Shan
100;JA;HK;KLN;WTS;Wong Tai Sin
100;JA;HK;KLN;YMT;Yau Ma Mei
100;JA;HK;NT;FL;Fanling
100;JA;HK;NT;FT;Fo Tan
100;JA;HK;NT;KC;Kwai Chung
100;JA;HK;NT;KF;Kwai Fong
100;JA;HK;NT;KH;Kwai Hing
100;JA;HK;NT;MOS;Ma On Shan
100;JA;HK;NT;SHA;Shatin
100;JA;HK;NT;SS;Sheung Shui
100;JA;HK;NT;ST;Sham Tseng
100;JA;HK;NT;TM;Tuen Mun
100;JA;HK;NT;TP;Tai Po
100;JA;HK;NT;TS;Tin Shui Wai
100;JA;HK;NT;TSW;Tsuen Wan
100;JA;HK;NT;TW;Tai Wai
100;JA;HK;NT;TWH;Tai Wo Hau
100;JA;HK;NT;TY;Tsing Yi
100;JA;HK;NT;YL;Yuen Long
100;JA;MX;DF;#NV;Federal District
100;JA;MX;GTO;#NV;Guanajuato
100;JA;TW;FJN;022;Kinmen County
100;JA;TW;FJN;023;Lianjiang County
100;JA;TW;TWN;001;Keelung City
100;JA;TW;TWN;002;Taipei County
100;JA;TW;TWN;003;Ilan County
100;JA;TW;TWN;004;Hsinchu City
100;JA;TW;TWN;005;Hsinchu County
100;JA;TW;TWN;006;Taoyuan County
100;JA;TW;TWN;007;Miaoli County
100;JA;TW;TWN;008;Taichung City
100;JA;TW;TWN;009;Taichung County
100;JA;TW;TWN;010;Changhua County
100;JA;TW;TWN;011;Nantou County
100;JA;TW;TWN;012;Chiai City
100;JA;TW;TWN;013;Chiai County
100;JA;TW;TWN;014;Yunlin County
100;JA;TW;TWN;015;Tainan City
100;JA;TW;TWN;016;Tainan County
100;JA;TW;TWN;017;Kaohsiung County
100;JA;TW;TWN;018;Penghu County
100;JA;TW;TWN;019;Pingtung County
100;JA;TW;TWN;020;Taitung County
100;JA;TW;TWN;021;Hualien County
100;JA;TW;TWN;024;Nanhai Islands
100;JA;TW;TWN;025;Diaoyutai Islands
100;JA;US;AK;001;アラスカ州
100;JA;US;AL;001;アラバマ州
100;JA;US;AR;001;アーカンサス州
100;JA;US;AS;001;アメリカ郡サモア
100;JA;US;AZ;001;アリゾナ州
100;JA;US;CA;001;カリフォルニア州
100;JA;US;CO;001;コロラド郡
100;JA;US;CT;001;コネチカット郡
100;JA;US;DC;001;コロンビア特別地区
100;JA;US;DE;001;デラウェア州
100;JA;US;FL;001;フロリダ州
100;JA;US;GA;001;ジョージア州
100;JA;US;GU;001;グアム諸州
100;JA;US;HI;001;ハワイ諸州
100;JA;US;IA;001;アイオワ州
100;JA;US;ID;001;アイダホ州
100;JA;US;IL;001;イリノイ州
100;JA;US;IN;001;インディアナ州
100;JA;US;KS;001;カンサス州
100;JA;US;KY;001;ケンタッキー州
100;JA;US;LA;001;ロサンゼルス市
100;JA;US;MA;001;マサチューセッツ州
100;JA;US;MD;001;メリーランド州
100;JA;US;ME;001;マイアミ市
100;JA;US;MI;001;ミシガン州
100;JA;US;MN;001;ミネソタ州
100;JA;US;MO;001;ミズーリ州
100;JA;US;MP;001;ミネアポリス州
100;JA;US;MS;001;ミシシッピー州
100;JA;US;MT;001;モンタナ州
100;JA;US;NC;001;N カロライナ州
100;JA;US;ND;001;ノースダコタ州
100;JA;US;NE;001;ネブラスカ州
100;JA;US;NH;001;N ハンプシャー州
100;JA;US;NJ;001;N ジャージー州
100;JA;US;NM;001;ニューメキシコ州
100;JA;US;NV;001;ネバダ州
100;JA;US;NY;001;ニューヨーク郡
100;JA;US;OH;001;オハイヨ州
100;JA;US;OK;001;オクラハマ州
100;JA;US;OR;001;オレゴン州
100;JA;US;PA;001;ペンシルバニア州
100;JA;US;PR;001;プエルトリコ
100;JA;US;RI;001;R アイランド州
100;JA;US;SC;001;S カロライナ州
100;JA;US;SD;001;サウスダコタ州
100;JA;US;TN;001;テネシー州
100;JA;US;TX;001;テキサス州
100;JA;US;UT;001;ユタ州
100;JA;US;VA;001;バージニア州
100;JA;US;VI;001;バージン I 州
100;JA;US;VT;001;バーモント州
100;JA;US;WA;001;ワシントン州
100;JA;US;WI;001;ウィスコンシン州
100;JA;US;WV;001;W バージニア州
100;JA;US;WY;001;ワイオミング州
100;DA;DK;001;101;København Told&Skat
100;DA;DK;001;102;Allerød
100;DA;DK;001;103;Ballerup
100;DA;DK;001;104;Bornholm
100;DA;DK;001;105;Brøndby
100;DA;DK;001;106;Dragør
100;DA;DK;001;107;Egedal
100;DA;DK;001;108;Fredensborg
100;DA;DK;001;109;Frederiksberg
100;DA;DK;001;110;Frederikssund
100;DA;DK;001;111;Frederiksværk-Hunde.
100;DA;DK;001;112;Furesø
100;DA;DK;001;113;Gentofte
100;DA;DK;001;114;Gladsaxe
100;DA;DK;001;115;Glostrup
100;DA;DK;001;116;Gribskov
100;DA;DK;001;117;Helsingør
100;DA;DK;001;118;Herlev
100;DA;DK;001;119;Hillerød
100;DA;DK;001;120;Hvidovre
100;DA;DK;001;121;Høje-Taastrup
100;DA;DK;001;122;Hørsholm
100;DA;DK;001;123;Ishøj
100;DA;DK;001;124;København
100;DA;DK;001;125;Lyngby-Taarbæk
100;DA;DK;001;126;Rudersdal
100;DA;DK;001;127;Rødovre
100;DA;DK;001;128;Tårnby
100;DA;DK;001;129;Vallensbæk
100;DA;DK;002;201;Favrskov
100;DA;DK;002;202;Hedensted
100;DA;DK;002;203;Herning
100;DA;DK;002;204;Holstebro
100;DA;DK;002;205;Horsens
100;DA;DK;002;206;Ikast-Brande
100;DA;DK;002;207;Lemvig
100;DA;DK;002;208;Norddjurs
100;DA;DK;002;209;Odder
100;DA;DK;002;210;Randers
100;DA;DK;002;211;Ringkøbing-Skjern
100;DA;DK;002;212;Samsø
100;DA;DK;002;213;Silkeborg
100;DA;DK;002;214;Skanderborg
100;DA;DK;002;215;Skive
100;DA;DK;002;216;Struer
100;DA;DK;002;217;Syddjurs
100;DA;DK;002;218;Viborg
100;DA;DK;003;301;Brønderslev-Dronning
100;DA;DK;003;302;Frederikshavn
100;DA;DK;003;303;Hjørring
100;DA;DK;003;304;Jammerbugt
100;DA;DK;003;305;Læsø
100;DA;DK;003;306;Mariagerfjord
100;DA;DK;003;307;Morsø
100;DA;DK;003;308;Rebild
100;DA;DK;003;309;Thisted
100;DA;DK;003;310;Vesthimmerland
100;DA;DK;003;311;Aalborg
100;DA;DK;004;401;Faxe
100;DA;DK;004;402;Greve
100;DA;DK;004;403;Guldborgsund
100;DA;DK;004;404;Holbæk
100;DA;DK;004;405;Kalundborg
100;DA;DK;004;406;Køge
100;DA;DK;004;407;Lejre
100;DA;DK;004;408;Lolland
100;DA;DK;004;409;Næstved
100;DA;DK;004;410;Odsherred
100;DA;DK;004;411;Ringsted
100;DA;DK;004;412;Roskilde
100;DA;DK;004;413;Slagelse
100;DA;DK;004;414;Solrød
100;DA;DK;004;415;Sorø
100;DA;DK;004;416;Stevns
100;DA;DK;004;417;Vordingborg
100;DA;DK;005;501;Assens
100;DA;DK;005;502;Billund
100;DA;DK;005;503;Faaborg-Midtfyn
100;DA;DK;005;504;Fanø
100;DA;DK;005;505;Fredericia
100;DA;DK;005;506;Haderslev
100;DA;DK;005;507;Kerteminde
100;DA;DK;005;508;Kolding
100;DA;DK;005;509;Langeland
100;DA;DK;005;510;Middelfart
100;DA;DK;005;511;Nordfyn
100;DA;DK;005;512;Nyborg
100;DA;DK;005;513;Odense
100;DA;DK;005;514;Svendborg
100;DA;DK;005;515;Sønderborg
100;DA;DK;005;516;Varde
100;DA;DK;005;517;Vejen
100;DA;DK;005;518;Vejle
100;DA;DK;005;519;Ærø
100;DA;DK;005;520;Åbenrå
100;DA;HK;HK;ABR;Aberdeen
100;DA;HK;HK;APC;Ap Lei Chau
100;DA;HK;HK;CBY;Causeway Bay
100;DA;HK;HK;CCH;Cheung Chau
100;DA;HK;HK;CEN;Central
100;DA;HK;HK;CHK;Chung Hom Kok
100;DA;HK;HK;CW;Chai Wan
100;DA;HK;HK;FOR;Fortress Hill
100;DA;HK;HK;HAP;Happy Valley
100;DA;HK;HK;KOR;Kornhill
100;DA;HK;HK;KT;Kennedy Town
100;DA;HK;HK;LAN;Lantau Island
100;DA;HK;HK;LI;Lamma Island
100;DA;HK;HK;MID;Mid-Levels
100;DA;HK;HK;NP;North Point
100;DA;HK;HK;PFL;Pokfulam
100;DA;HK;HK;PSH;Ping Shau
100;DA;HK;HK;QUA;Quarry Bay
100;DA;HK;HK;REP;Repulse Bay
100;DA;HK;HK;SHO;Shek O
100;DA;HK;HK;SKW;Shau Kei Wan
100;DA;HK;HK;SSW;Siu Sai Wan
100;DA;HK;HK;STN;Stanley
100;DA;HK;HK;SW;Sheung Wan
100;DA;HK;HK;SWH;Sai Wan Ho
100;DA;HK;HK;SYP;Sai Ying Pun
100;DA;HK;HK;THG;Tai Hang
100;DA;HK;HK;TIN;Tin Hau
100;DA;HK;HK;TKS;Tai Koo Shing
100;DA;HK;HK;TTM;Tai Tam
100;DA;HK;HK;WCH;Wanchai
100;DA;HK;HK;WES;Western District
100;DA;HK;HK;WON;Wong Chuk Hang
100;DA;HK;HK;WP;West Point
100;DA;HK;KLN;CH;Choi Hung
100;DA;HK;KLN;CSW;Cheung Sha Wan
100;DA;HK;KLN;DIA;Diamond Hill
100;DA;HK;KLN;HM;Hung Hom
100;DA;HK;KLN;HMT;Homantin
100;DA;HK;KLN;JOR;Jordan
100;DA;HK;KLN;KBA;Kowloon Bay
100;DA;HK;KLN;KLC;Kowloon City
100;DA;HK;KLN;KT;Kwun Tong
100;DA;HK;KLN;KTG;Kowloon Tong
100;DA;HK;KLN;KWF;Kwai Fong
100;DA;HK;KLN;LCK;Lai Chi Kok
100;DA;HK;KLN;LF;Lok Fu
100;DA;HK;KLN;LK;Lai King
100;DA;HK;KLN;LT;Lam Tin
100;DA;HK;KLN;MF;Mei Foo
100;DA;HK;KLN;MKO;Mongkok
100;DA;HK;KLN;NCW;Ngau Che Wan
100;DA;HK;KLN;NTK;Ngau Tau Kok
100;DA;HK;KLN;SK;Sai Kung
100;DA;HK;KLN;SKM;Sheck kip Mei
100;DA;HK;KLN;SPK;San Po Kong
100;DA;HK;KLN;SSP;Sham Shui Po
100;DA;HK;KLN;TKO;Tseung Kwan O
100;DA;HK;KLN;TKT;Tai Kok Tsui
100;DA;HK;KLN;TKW;To Kwa Wan
100;DA;HK;KLN;TM;Tuen Mun
100;DA;HK;KLN;TST;Tsim Sha Tsui
100;DA;HK;KLN;TSW;Tsuen Wan
100;DA;HK;KLN;TWS;Tsz Wan Shan
100;DA;HK;KLN;WTS;Wong Tai Sin
100;DA;HK;KLN;YMT;Yau Ma Mei
100;DA;HK;NT;FL;Fanling
100;DA;HK;NT;FT;Fo Tan
100;DA;HK;NT;KC;Kwai Chung
100;DA;HK;NT;KF;Kwai Fong
100;DA;HK;NT;KH;Kwai Hing
100;DA;HK;NT;MOS;Ma On Shan
100;DA;HK;NT;SHA;Shatin
100;DA;HK;NT;SS;Sheung Shui
100;DA;HK;NT;ST;Sham Tseng
100;DA;HK;NT;TM;Tuen Mun
100;DA;HK;NT;TP;Tai Po
100;DA;HK;NT;TS;Tin Shui Wai
100;DA;HK;NT;TSW;Tsuen Wan
100;DA;HK;NT;TW;Tai Wai
100;DA;HK;NT;TWH;Tai Wo Hau
100;DA;HK;NT;TY;Tsing Yi
100;DA;HK;NT;YL;Yuen Long
100;DA;MX;DF;#NV;Federal District
100;DA;MX;GTO;#NV;Guanajuato
100;DA;TW;FJN;022;Kinmen County
100;DA;TW;FJN;023;Lianjiang County
100;DA;TW;TWN;001;Keelung City
100;DA;TW;TWN;002;Taipei County
100;DA;TW;TWN;003;Ilan County
100;DA;TW;TWN;004;Hsinchu City
100;DA;TW;TWN;005;Hsinchu County
100;DA;TW;TWN;006;Taoyuan County
100;DA;TW;TWN;007;Miaoli County
100;DA;TW;TWN;008;Taichung City
100;DA;TW;TWN;009;Taichung County
100;DA;TW;TWN;010;Changhua County
100;DA;TW;TWN;011;Nantou County
100;DA;TW;TWN;012;Chiai City
100;DA;TW;TWN;013;Chiai County
100;DA;TW;TWN;014;Yunlin County
100;DA;TW;TWN;015;Tainan City
100;DA;TW;TWN;016;Tainan County
100;DA;TW;TWN;017;Kaohsiung County
100;DA;TW;TWN;018;Penghu County
100;DA;TW;TWN;019;Pingtung County
100;DA;TW;TWN;020;Taitung County
100;DA;TW;TWN;021;Hualien County
100;DA;TW;TWN;024;Nanhai Islands
100;DA;TW;TWN;025;Diaoyutai Islands
100;DA;US;AK;001;County i AK
100;DA;US;AL;001;County i AL
100;DA;US;AR;001;County i AR
100;DA;US;AS;001;County i AS
100;DA;US;AZ;001;County i AZ
100;DA;US;CA;001;County i CA
100;DA;US;CO;001;County i CO
100;DA;US;CT;001;County i CT
100;DA;US;DC;001;County i DC
100;DA;US;DE;001;County i DE
100;DA;US;FL;001;County i FL
100;DA;US;GA;001;County i GA
100;DA;US;GU;001;County i GU
100;DA;US;HI;001;County i HI
100;DA;US;IA;001;County i IA
100;DA;US;ID;001;County i ID
100;DA;US;IL;001;County i IL
100;DA;US;IN;001;County i IN
100;DA;US;KS;001;County i KS
100;DA;US;KY;001;County i KY
100;DA;US;LA;001;County i LA
100;DA;US;MA;001;County i MA
100;DA;US;MD;001;County i MD
100;DA;US;ME;001;County i ME
100;DA;US;MI;001;County i MI
100;DA;US;MN;001;County i MN
100;DA;US;MO;001;County i MO
100;DA;US;MP;001;County i MP
100;DA;US;MS;001;County i MS
100;DA;US;MT;001;County i MT
100;DA;US;NC;001;County i NC
100;DA;US;ND;001;County i ND
100;DA;US;NE;001;County i NE
100;DA;US;NH;001;County i NH
100;DA;US;NJ;001;County i NJ
100;DA;US;NM;001;County i NM
100;DA;US;NV;001;County i NV
100;DA;US;NY;001;County i NY
100;DA;US;OH;001;County i OH
100;DA;US;OK;001;County i OK
100;DA;US;OR;001;County i OR
100;DA;US;PA;001;County i PA
100;DA;US;PR;001;County i PR
100;DA;US;RI;001;County i RI
100;DA;US;SC;001;County i SC
100;DA;US;SD;001;County i SD
100;DA;US;TN;001;County i TN
100;DA;US;TX;001;County i TX
100;DA;US;UT;001;County i UT
100;DA;US;VA;001;County i VA
100;DA;US;VI;001;County i VI
100;DA;US;VT;001;County i VT
100;DA;US;WA;001;County i WA
100;DA;US;WI;001;County i WI
100;DA;US;WV;001;County i WV
100;DA;US;WY;001;County i WY
100;PL;DK;001;101;Křbenhavn skat&told
100;PL;DK;001;102;Allerod
100;PL;DK;001;103;Ballerup
100;PL;DK;001;104;Bornholm
100;PL;DK;001;105;Brondby
100;PL;DK;001;106;Dragor
100;PL;DK;001;107;Egedal
100;PL;DK;001;108;Fredensborg
100;PL;DK;001;109;Frederiksberg
100;PL;DK;001;110;Frederikssund
100;PL;DK;001;111;Frederiksvaerk-Hunde
100;PL;DK;001;112;Fureso
100;PL;DK;001;113;Gentofte
100;PL;DK;001;114;Gladsaxe
100;PL;DK;001;115;Glostrup
100;PL;DK;001;116;Gribskov
100;PL;DK;001;117;Helsingor
100;PL;DK;001;118;Herlev
100;PL;DK;001;119;Hillerod
100;PL;DK;001;120;Hvidovre
100;PL;DK;001;121;Hoje-Taastrup
100;PL;DK;001;122;Horsholm
100;PL;DK;001;123;Ishoj
100;PL;DK;001;124;Kobenhavn
100;PL;DK;001;125;Lyngby-Tárbaek
100;PL;DK;001;126;Rudersdal
100;PL;DK;001;127;Rodovre
100;PL;DK;001;128;Tárnby
100;PL;DK;001;129;Vallensbaek
100;PL;DK;002;201;Favrskov
100;PL;DK;002;202;Hedensted
100;PL;DK;002;203;Herning
100;PL;DK;002;204;Holstebro
100;PL;DK;002;205;Horsens
100;PL;DK;002;206;Ikast-Brande
100;PL;DK;002;207;Lemvig
100;PL;DK;002;208;Norddjurs
100;PL;DK;002;209;Odder
100;PL;DK;002;210;Randers
100;PL;DK;002;211;Ringkobing-Skjern
100;PL;DK;002;212;Samso
100;PL;DK;002;213;Silkeborg
100;PL;DK;002;214;Skanderborg
100;PL;DK;002;215;Skive
100;PL;DK;002;216;Struer
100;PL;DK;002;217;Syddjurs
100;PL;DK;002;218;Viborg
100;PL;DK;003;301;Bronderslev-Dronning
100;PL;DK;003;302;Frederikshavn
100;PL;DK;003;303;Hjorring
100;PL;DK;003;304;Jammerbugt
100;PL;DK;003;305;Laeso
100;PL;DK;003;306;Mariagerfjord
100;PL;DK;003;307;Morso
100;PL;DK;003;308;Rebild
100;PL;DK;003;309;Thisted
100;PL;DK;003;310;Vesthimmerland
100;PL;DK;003;311;Aalborg
100;PL;DK;004;401;Faxe
100;PL;DK;004;402;Greve
100;PL;DK;004;403;Guldborgsund
100;PL;DK;004;404;Holbaek
100;PL;DK;004;405;Kalundborg
100;PL;DK;004;406;Koge
100;PL;DK;004;407;Lejre
100;PL;DK;004;408;Lolland
100;PL;DK;004;409;Naestved
100;PL;DK;004;410;Odsherred
100;PL;DK;004;411;Ringsted
100;PL;DK;004;412;Roskilde
100;PL;DK;004;413;Slagelse
100;PL;DK;004;414;Solrod
100;PL;DK;004;415;Soro
100;PL;DK;004;416;Stevns
100;PL;DK;004;417;Vordingborg
100;PL;DK;005;501;Assens
100;PL;DK;005;502;Billund
100;PL;DK;005;503;Faaborg-Midtfyn
100;PL;DK;005;504;Fano
100;PL;DK;005;505;Frederica
100;PL;DK;005;506;Haderslev
100;PL;DK;005;507;Kerteminde
100;PL;DK;005;508;Kolding
100;PL;DK;005;509;Langeland
100;PL;DK;005;510;Middelfart
100;PL;DK;005;511;Nordfyn
100;PL;DK;005;512;Nyborg
100;PL;DK;005;513;Odense
100;PL;DK;005;514;Svendborg
100;PL;DK;005;515;Sonderborg
100;PL;DK;005;516;Varde
100;PL;DK;005;517;Vejen
100;PL;DK;005;518;Vejle
100;PL;DK;005;519;Aero
100;PL;DK;005;520;Aabenraa
100;PL;HK;HK;ABR;Aberdeen
100;PL;HK;HK;APC;Ap Lei Chau
100;PL;HK;HK;CBY;Causeway Bay
100;PL;HK;HK;CCH;Cheung Chau
100;PL;HK;HK;CEN;Centralny
100;PL;HK;HK;CHK;Chung Hom Kok
100;PL;HK;HK;CW;Chai Wan
100;PL;HK;HK;FOR;Fortress Hill
100;PL;HK;HK;HAP;Happy Valley
100;PL;HK;HK;KOR;Kornhill
100;PL;HK;HK;KT;Kennedy Town
100;PL;HK;HK;LAN;Lantau Island
100;PL;HK;HK;LI;Lamma Island
100;PL;HK;HK;MID;Mid-Levels
100;PL;HK;HK;NP;North Point
100;PL;HK;HK;PFL;Pokfulam
100;PL;HK;HK;PSH;Ping Shau
100;PL;HK;HK;QUA;Quarry Bay
100;PL;HK;HK;REP;Repulse Bay
100;PL;HK;HK;SHO;Shek O
100;PL;HK;HK;SKW;Shau Kei Wan
100;PL;HK;HK;SSW;Siu Sai Wan
100;PL;HK;HK;STN;Stanley
100;PL;HK;HK;SW;Sheung Wan
100;PL;HK;HK;SWH;Sai Wan Ho
100;PL;HK;HK;SYP;Sai Ying Pun
100;PL;HK;HK;THG;Tai Hang
100;PL;HK;HK;TIN;Tin Hau
100;PL;HK;HK;TKS;Tai Koo Shing
100;PL;HK;HK;TTM;Tai Tam
100;PL;HK;HK;WCH;Wanchai
100;PL;HK;HK;WES;Western District
100;PL;HK;HK;WON;Wong Chuk Hang
100;PL;HK;HK;WP;West Point
100;PL;HK;KLN;CH;Choi Hung
100;PL;HK;KLN;CSW;Cheung Sha Wan
100;PL;HK;KLN;DIA;Diamond Hill
100;PL;HK;KLN;HM;Hung Hom
100;PL;HK;KLN;HMT;Homantin
100;PL;HK;KLN;JOR;Jordan
100;PL;HK;KLN;KBA;Kowloon Bay
100;PL;HK;KLN;KLC;Kowloon City
100;PL;HK;KLN;KT;Kwun Tong
100;PL;HK;KLN;KTG;Kowloon Tong
100;PL;HK;KLN;KWF;Kwai Fong
100;PL;HK;KLN;LCK;Lai Chi Kok
100;PL;HK;KLN;LF;Lok Fu
100;PL;HK;KLN;LK;Lai King
100;PL;HK;KLN;LT;Lam Tin
100;PL;HK;KLN;MF;Mei Foo
100;PL;HK;KLN;MKO;Mongkok
100;PL;HK;KLN;NCW;Ngau Che Wan
100;PL;HK;KLN;NTK;Ngau Tau Kok
100;PL;HK;KLN;SK;Sai Kung
100;PL;HK;KLN;SKM;Sheck kip Mei
100;PL;HK;KLN;SPK;San Po Kong
100;PL;HK;KLN;SSP;Sham Shui Po
100;PL;HK;KLN;TKO;Tseung Kwan O
100;PL;HK;KLN;TKT;Tai Kok Tsui
100;PL;HK;KLN;TKW;To Kwa Wan
100;PL;HK;KLN;TM;Tuen Mun
100;PL;HK;KLN;TST;Tsim Sha Tsui
100;PL;HK;KLN;TSW;Tsuen Wan
100;PL;HK;KLN;TWS;Tsz Wan Shan
100;PL;HK;KLN;WTS;Wong Tai Sin
100;PL;HK;KLN;YMT;Yau Ma Mei
100;PL;HK;NT;FL;Fanling
100;PL;HK;NT;FT;Fo Tan
100;PL;HK;NT;KC;Kwai Chung
100;PL;HK;NT;KF;Kwai Fong
100;PL;HK;NT;KH;Kwai Hing
100;PL;HK;NT;MOS;Ma On Shan
100;PL;HK;NT;SHA;Shatin
100;PL;HK;NT;SS;Sheung Shui
100;PL;HK;NT;ST;Sham Tseng
100;PL;HK;NT;TM;Tuen Mun
100;PL;HK;NT;TP;Tai Po
100;PL;HK;NT;TS;Tin Shui Wai
100;PL;HK;NT;TSW;Tsuen Wan
100;PL;HK;NT;TW;Tai Wai
100;PL;HK;NT;TWH;Tai Wo Hau
100;PL;HK;NT;TY;Tsing Yi
100;PL;HK;NT;YL;Yuen Long
100;PL;MX;DF;#NV;Federal District
100;PL;MX;GTO;#NV;Guanajuato
100;PL;PL;DSL;001;średzki
100;PL;PL;DSL;002;świdnicki
100;PL;PL;DSL;003;bolesławiecki
100;PL;PL;DSL;004;dzierżoniowski
100;PL;PL;DSL;005;głogowski
100;PL;PL;DSL;006;górowski
100;PL;PL;DSL;007;jaworski
100;PL;PL;DSL;008;jeleniogórski
100;PL;PL;DSL;009;Jelenia Góra
100;PL;PL;DSL;010;kamiennogórski
100;PL;PL;DSL;011;kłodzki
100;PL;PL;DSL;012;legnicki
100;PL;PL;DSL;013;Legnica
100;PL;PL;DSL;014;lubański
100;PL;PL;DSL;015;lubiński
100;PL;PL;DSL;016;lwówecki
100;PL;PL;DSL;017;milicki
100;PL;PL;DSL;018;oławski
100;PL;PL;DSL;019;oleśnicki
100;PL;PL;DSL;020;polkowicki
100;PL;PL;DSL;021;strzeliński
100;PL;PL;DSL;022;trzebnicki
100;PL;PL;DSL;023;wałbrzyski
100;PL;PL;DSL;024;Wałbrzych
100;PL;PL;DSL;025;wołowski
100;PL;PL;DSL;026;wrocławski
100;PL;PL;DSL;027;Wrocław
100;PL;PL;DSL;028;ząbkowicki
100;PL;PL;DSL;029;zgorzelecki
100;PL;PL;DSL;030;złotoryjski
100;PL;PL;K-P;031;świecki
100;PL;PL;K-P;032;aleksandrowski
100;PL;PL;K-P;033;brodnicki
100;PL;PL;K-P;034;bydgoski
100;PL;PL;K-P;035;Bydgoszcz
