MANDT;MATNR;SPRAS;MAKTX;MAKTG
100;RMME06;SV;RAW06, MTS, ME-integration, A;RAW06, MTS, ME-INTEGRATION, A
100;RMME06;BG;RAW06, MTS, ME интеграция, A;RAW06, MTS, ME ИНТЕГРАЦИЯ, A
100;RMME06;LT;RAW06, MTS, ME integracija, A;RAW06, MTS, ME INTEGRACIJA, A
100;RMME06;LV;RAW06, MTS, ME integrācija, A;RAW06, MTS, ME INTEGRĀCIJA, A
100;RMME06;CA;RAW06, PPE, Integració ME, A;RAW06, PPE, INTEGRACIÓ ME, A
100;RMME06;SH;RAW06, MTS, ME integracija, A;RAW06, MTS, ME INTEGRACIJA, A
100;RMME06;HI;RAW06, MTS, ME एकीकरण, A;RAW06, MTS, ME एकीकरण, A
100;RMME06;KK;RAW06, MTS, ME интеграциясы, A;RAW06, MTS, ME ИНТЕГРАЦИЯСЫ, A
100;RMME06;VI;RAW06, MTS, tích hợp ME, A;RAW06, MTS, TÍCH HỢP ME, A
100;RMME07;ZH;RAW07，MTS，ME 集成，A;RAW07，MTS，ME 集成，A
100;RMME07;TH;RAW07, MTS, การรวม ME, A;RAW07, MTS, การรวม ME, A
100;RMME07;KO;RAW07, MTS, ME 통합, A;RAW07, MTS, ME 통합, A
100;RMME07;RO;RAW07, MTS, integrare ME, A;RAW07, MTS, INTEGRARE ME, A
100;RMME07;SL;RAW07, MTS, integracija ME, A;RAW07, MTS, INTEGRACIJA ME, A
100;RMME07;HR;RAW07, MTS, ME integracija, A;RAW07, MTS, ME INTEGRACIJA, A
100;RMME07;MS;RAW07, MTS, Penyepaduan ME, A;RAW07, MTS, PENYEPADUAN ME, A
100;RMME07;UK;RAW07, MTS, інтеграція ME, A;RAW07, MTS, ІНТЕГРАЦІЯ ME, A
100;RMME07;ET;RAW07, MTS, ME integreerimine, A;RAW07, MTS, ME INTEGREERIMINE, A
100;RMME07;AR;RAW07، إنتاج حسب المخزون، تكامل ‏ME، ‏A;RAW07، إنتاج حسب المخزون، تكامل ‏ME، ‏A
100;RMME07;HE;RAW 07, MTS, שילוב ME, A;RAW 07, MTS, שילוב ME, A
100;RMME07;CS;RAW07, VýrNaSkl, Integrace ME, A;RAW07, VÝRNASKL, INTEGRACE ME, A
100;RMME07;DE;RAW07, LF, ME-Integration, A;RAW07, LF, ME-INTEGRATION, A
100;RMME07;EN;RAW07, MTS, ME Integration, A;RAW07, MTS, ME INTEGRATION, A
100;RMME07;FR;RAW07, prod. s/ stock, intégration ME, A;RAW07, PROD. S/ STOCK, INTÉGRATION ME, A
100;RMME07;EL;RAW07, MTS, ME Ενοποίηση, A;RAW07, MTS, ME ΕΝΟΠΟΊΗΣΗ, A
100;RMME07;HU;RAW07, MTS, ME-integráció, A;RAW07, MTS, ME-INTEGRÁCIÓ, A
100;RMME07;IT;RAW07, MTS, Integrazione ME, A;RAW07, MTS, INTEGRAZIONE ME, A
100;RMME07;JA;RAW07、MTS、ME 統合、A;RAW07、MTS、ME 統合、A
100;RMME07;DA;RAW07, lagerprod., ME-integration, A;RAW07, LAGERPROD., ME-INTEGRATION, A
100;RMME07;PL;RAW07, MTS, ME Integracja, A;RAW07, MTS, ME INTEGRACJA, A
100;RMME07;ZF;RAW07、庫存式生產、ME 整合、變式 A;RAW07、庫存式生產、ME 整合、變式 A
100;RMME07;NL;RAW07, MTS, ME-integratie, A;RAW07, MTS, ME-INTEGRATIE, A
100;RMME07;NO;RAW07, lagerprod., ME-integrasjon, A;RAW07, LAGERPROD., ME-INTEGRASJON, A
100;RMME07;PT;RAW07, MTS, integração ME, A;RAW07, MTS, INTEGRAÇÃO ME, A
100;RMME07;SK;RAW07, VýrNaSkl, Integrácia ME, A;RAW07, VÝRNASKL, INTEGRÁCIA ME, A
100;RMME07;RU;RAW07, MTS, интеграция ME, A;RAW07, MTS, ИНТЕГРАЦИЯ ME, A
100;RMME07;ES;RAW07, MTS, integración ME, A;RAW07, MTS, INTEGRACIÓN ME, A
100;RMME07;TR;RAW07, MTS, ME entegrasyonu, A;RAW07, MTS, ME ENTEGRASYONU, A
100;RMME07;FI;RAW07, varastoontuotanto, ME-integr., A;RAW07, VARASTOONTUOTANTO, ME-INTEGR., A
100;RMME07;SV;RAW07, MTS, ME-integration, A;RAW07, MTS, ME-INTEGRATION, A
100;RMME07;BG;RAW07, MTS, ME интеграция, A;RAW07, MTS, ME ИНТЕГРАЦИЯ, A
100;RMME07;LT;RAW07, MTS, ME integracija, A;RAW07, MTS, ME INTEGRACIJA, A
100;RMME07;LV;RAW07, MTS, ME integrācija, A;RAW07, MTS, ME INTEGRĀCIJA, A
100;RMME07;CA;RAW07, PPE, Integració ME, A;RAW07, PPE, INTEGRACIÓ ME, A
100;RMME07;SH;RAW07, MTS, ME integracija, A;RAW07, MTS, ME INTEGRACIJA, A
100;RMME07;HI;RAW07, MTS, ME एकीकरण, A;RAW07, MTS, ME एकीकरण, A
100;RMME07;KK;RAW07, MTS, ME интеграциясы, A;RAW07, MTS, ME ИНТЕГРАЦИЯСЫ, A
100;RMME07;VI;RAW07, MTS, tích hợp ME, A;RAW07, MTS, TÍCH HỢP ME, A
100;RMME08;ZH;RAW08，MTS，ME 集成，A;RAW08，MTS，ME 集成，A
100;RMME08;TH;RAW08, MTS, การรวม ME, A;RAW08, MTS, การรวม ME, A
100;RMME08;KO;RAW08, MTS, ME 통합, A;RAW08, MTS, ME 통합, A
100;RMME08;RO;RAW08, MTS, integrare ME, A;RAW08, MTS, INTEGRARE ME, A
100;RMME08;SL;RAW08, MTS, integracija ME, A;RAW08, MTS, INTEGRACIJA ME, A
100;RMME08;HR;RAW08, MTS, ME integracija, A;RAW08, MTS, ME INTEGRACIJA, A
100;RMME08;MS;RAW08, MTS, Penyepaduan ME, A;RAW08, MTS, PENYEPADUAN ME, A
100;RMME08;UK;RAW08, MTS, інтеграція ME, A;RAW08, MTS, ІНТЕГРАЦІЯ ME, A
100;RMME08;ET;RAW08, MTS, ME integreerimine, A;RAW08, MTS, ME INTEGREERIMINE, A
100;RMME08;AR;RAW08، إنتاج حسب المخزون، تكامل ‏ME، ‏A;RAW08، إنتاج حسب المخزون، تكامل ‏ME، ‏A
100;RMME08;HE;RAW 08, MTS, שילוב ME, A;RAW 08, MTS, שילוב ME, A
100;RMME08;CS;RAW08, VýrNaSkl, Integrace ME, A;RAW08, VÝRNASKL, INTEGRACE ME, A
100;RMME08;DE;RAW08, LF, ME-Integration, A;RAW08, LF, ME-INTEGRATION, A
100;RMME08;EN;RAW08, MTS, ME Integration, A;RAW08, MTS, ME INTEGRATION, A
100;RMME08;FR;RAW08, prod. s/ stock, intégration ME, A;RAW08, PROD. S/ STOCK, INTÉGRATION ME, A
100;RMME08;EL;RAW08, MTS, ME Ενοποίηση, A;RAW08, MTS, ME ΕΝΟΠΟΊΗΣΗ, A
100;RMME08;HU;RAW08, MTS, ME-integráció, A;RAW08, MTS, ME-INTEGRÁCIÓ, A
100;RMME08;IT;RAW08, MTS, Integrazione ME, A;RAW08, MTS, INTEGRAZIONE ME, A
100;RMME08;JA;RAW08、MTS、ME 統合、A;RAW08、MTS、ME 統合、A
100;RMME08;DA;RAW08, lagerprod., ME-integration, A;RAW08, LAGERPROD., ME-INTEGRATION, A
100;RMME08;PL;RAW08, MTS, ME Integracja, A;RAW08, MTS, ME INTEGRACJA, A
100;RMME08;ZF;RAW08、庫存式生產、ME 整合、變式 A;RAW08、庫存式生產、ME 整合、變式 A
100;RMME08;NL;RAW08, MTS, ME-integratie, A;RAW08, MTS, ME-INTEGRATIE, A
100;RMME08;NO;RAW08, lagerprod., ME-integrasjon, A;RAW08, LAGERPROD., ME-INTEGRASJON, A
100;RMME08;PT;RAW08, MTS, integração ME, A;RAW08, MTS, INTEGRAÇÃO ME, A
100;RMME08;SK;RAW08, VýrNaSkl, Integrácia ME, A;RAW08, VÝRNASKL, INTEGRÁCIA ME, A
100;RMME08;RU;RAW08, MTS, интеграция ME, A;RAW08, MTS, ИНТЕГРАЦИЯ ME, A
100;RMME08;ES;RAW08, MTS, integración ME, A;RAW08, MTS, INTEGRACIÓN ME, A
100;RMME08;TR;RAW08, MTS, ME entegrasyonu, A;RAW08, MTS, ME ENTEGRASYONU, A
100;RMME08;FI;RAW08, varastoontuotanto, ME-integr., A;RAW08, VARASTOONTUOTANTO, ME-INTEGR., A
100;RMME08;SV;RAW08, MTS, ME-integration, A;RAW08, MTS, ME-INTEGRATION, A
100;RMME08;BG;RAW08, MTS, ME интеграция, A;RAW08, MTS, ME ИНТЕГРАЦИЯ, A
100;RMME08;LT;RAW08, MTS, ME integracija, A;RAW08, MTS, ME INTEGRACIJA, A
100;RMME08;LV;RAW08, MTS, ME integrācija, A;RAW08, MTS, ME INTEGRĀCIJA, A
100;RMME08;CA;RAW08, PPE, Integració ME, A;RAW08, PPE, INTEGRACIÓ ME, A
100;RMME08;SH;RAW08, MTS, ME integracija, A;RAW08, MTS, ME INTEGRACIJA, A
100;RMME08;HI;RAW08, MTS, ME एकीकरण, A;RAW08, MTS, ME एकीकरण, A
100;RMME08;KK;RAW08, MTS, ME интеграциясы, A;RAW08, MTS, ME ИНТЕГРАЦИЯСЫ, A
100;RMME08;VI;RAW08, MTS, tích hợp ME, A;RAW08, MTS, TÍCH HỢP ME, A
100;RMME10;ZH;RAW10，MTS，ME 集成，B;RAW10，MTS，ME 集成，B
100;RMME10;TH;RAW10, MTS, การรวม ME, B;RAW10, MTS, การรวม ME, B
100;RMME10;KO;RAW10, MTS, ME 통합, B;RAW10, MTS, ME 통합, B
100;RMME10;RO;RAW10, MTS, integrare ME, B;RAW10, MTS, INTEGRARE ME, B
100;RMME10;SL;RAW10, MTS, integracija ME, B;RAW10, MTS, INTEGRACIJA ME, B
100;RMME10;HR;RAW10, MTS, ME integracija, B;RAW10, MTS, ME INTEGRACIJA, B
100;RMME10;MS;RAW10, MTS, Penyepaduan ME, B;RAW10, MTS, PENYEPADUAN ME, B
100;RMME10;UK;RAW10, MTS, інтеграція ME, B;RAW10, MTS, ІНТЕГРАЦІЯ ME, B
100;RMME10;ET;RAW10, MTS, ME integreerimine, B;RAW10, MTS, ME INTEGREERIMINE, B
100;RMME10;AR;RAW10، إنتاج حسب المخزون، تكامل ‏ME، ‏B;RAW10، إنتاج حسب المخزون، تكامل ‏ME، ‏B
100;RMME10;HE;RAW10, MTS, ME Integration, B;RAW10, MTS, ME INTEGRATION, B
100;RMME10;CS;RAW10, výr.na skl., integrace ME, B;RAW10, VÝR.NA SKL., INTEGRACE ME, B
100;RMME10;DE;RAW10, LF, ME-Integration, B;RAW10, LF, ME-INTEGRATION, B
100;RMME10;EN;RAW10, MTS, ME Integration, B;RAW10, MTS, ME INTEGRATION, B
100;RMME10;FR;RAW10, prod. s/ stock, intégration ME, B;RAW10, PROD. S/ STOCK, INTÉGRATION ME, B
100;RMME10;EL;RAW10, MTS, ME Ενοποίηση, B;RAW10, MTS, ME ΕΝΟΠΟΊΗΣΗ, B
100;RMME10;HU;RAW10, MTS, ME-integráció, B;RAW10, MTS, ME-INTEGRÁCIÓ, B
100;RMME10;IT;RAW10, MTS, Integrazione ME, B;RAW10, MTS, INTEGRAZIONE ME, B
100;RMME10;JA;RAW10、MTS、ME 統合、B;RAW10、MTS、ME 統合、B
100;RMME10;DA;RAW10, lagerprod., ME-integration, B;RAW10, LAGERPROD., ME-INTEGRATION, B
100;RMME10;PL;RAW10, MTS, ME integracja, B;RAW10, MTS, ME INTEGRACJA, B
100;RMME10;ZF;RAW10、庫存式生產、ME 整合、變式 B;RAW10、庫存式生產、ME 整合、變式 B
100;RMME10;NL;RAW10, MTS, ME-integration, B;RAW10, MTS, ME-INTEGRATION, B
100;RMME10;NO;RAW10, lagerprod., ME-integrasjon, B;RAW10, LAGERPROD., ME-INTEGRASJON, B
100;RMME10;PT;RAW10, MTS, integração ME, B;RAW10, MTS, INTEGRAÇÃO ME, B
100;RMME10;SK;RAW10, VýrNaSkl, Integrácia ME, B;RAW10, VÝRNASKL, INTEGRÁCIA ME, B
100;RMME10;RU;RAW10, MTS, интеграция ME, B;RAW10, MTS, ИНТЕГРАЦИЯ ME, B
100;RMME10;ES;RAW10, MTS, integración ME, B;RAW10, MTS, INTEGRACIÓN ME, B
100;RMME10;TR;RAW10, MTS, ME entegrasyonu, B;RAW10, MTS, ME ENTEGRASYONU, B
100;RMME10;FI;RAW10, varastoontuotanto, ME-integr., B;RAW10, VARASTOONTUOTANTO, ME-INTEGR., B
100;RMME10;SV;RAW10, MTS, ME-integration, B;RAW10, MTS, ME-INTEGRATION, B
100;RMME10;BG;RAW10, MTS, ME интеграция, B;RAW10, MTS, ME ИНТЕГРАЦИЯ, B
100;RMME10;LT;RAW10, MTS, ME integracija, B;RAW10, MTS, ME INTEGRACIJA, B
100;RMME10;LV;RAW10, MTS, ME integrācija, B;RAW10, MTS, ME INTEGRĀCIJA, B
100;RMME10;CA;RAW10, PPE, Integració ME, B;RAW10, PPE, INTEGRACIÓ ME, B
100;RMME10;SH;RAW10, MTS, ME integracija, B;RAW10, MTS, ME INTEGRACIJA, B
100;RMME10;HI;RAW10, MTS, ME एकीकरण, B;RAW10, MTS, ME एकीकरण, B
100;RMME10;KK;RAW10, MTS, ME интеграциясы, B;RAW10, MTS, ME ИНТЕГРАЦИЯСЫ, B
100;RMME10;VI;RAW10, MTS, tích hợp ME, B;RAW10, MTS, TÍCH HỢP ME, B
100;RMME11;ZH;RAW11，MTS，ME 集成，B;RAW11，MTS，ME 集成，B
100;RMME11;TH;RAW11, MTS, การรวม ME, B;RAW11, MTS, การรวม ME, B
100;RMME11;KO;RAW11, MTS, ME 통합, B;RAW11, MTS, ME 통합, B
100;RMME11;RO;RAW11, MTS, integrare ME, B;RAW11, MTS, INTEGRARE ME, B
100;RMME11;SL;RAW11, MTS, integracija ME, B;RAW11, MTS, INTEGRACIJA ME, B
100;RMME11;HR;RAW11, MTS, ME integracija, B;RAW11, MTS, ME INTEGRACIJA, B
100;RMME11;MS;RAW11, MTS, Penyepaduan ME, B;RAW11, MTS, PENYEPADUAN ME, B
100;RMME11;UK;RAW11, MTS, інтеграція ME, B;RAW11, MTS, ІНТЕГРАЦІЯ ME, B
100;RMME11;ET;RAW11, MTS, ME integreerimine, B;RAW11, MTS, ME INTEGREERIMINE, B
100;RMME11;AR;RAW11، إنتاج حسب المخزون، تكامل ‏ME، ‏B;RAW11، إنتاج حسب المخزون، تكامل ‏ME، ‏B
100;RMME11;HE;RAW11, MTS, ME Integration, B;RAW11, MTS, ME INTEGRATION, B
100;RMME11;CS;RAW11, výr.na skl., integrace ME, B;RAW11, VÝR.NA SKL., INTEGRACE ME, B
100;RMME11;DE;RAW11, LF, ME-Integration, B;RAW11, LF, ME-INTEGRATION, B
100;RMME11;EN;RAW11, MTS, ME Integration, B;RAW11, MTS, ME INTEGRATION, B
100;RMME11;FR;RAW11, prod. s/ stock, intégration ME, B;RAW11, PROD. S/ STOCK, INTÉGRATION ME, B
100;RMME11;EL;RAW11, MTS, ME Ενοποίηση, B;RAW11, MTS, ME ΕΝΟΠΟΊΗΣΗ, B
100;RMME11;HU;RAW11, MTS, ME-integráció, B;RAW11, MTS, ME-INTEGRÁCIÓ, B
100;RMME11;IT;RAW11, MTS, Integrazione ME, B;RAW11, MTS, INTEGRAZIONE ME, B
100;RMME11;JA;RAW11、MTS、ME 統合、B;RAW11、MTS、ME 統合、B
100;RMME11;DA;RAW11, lagerprod., ME-integration, B;RAW11, LAGERPROD., ME-INTEGRATION, B
100;RMME11;PL;RAW11, MTS, ME integracja, B;RAW11, MTS, ME INTEGRACJA, B
100;RMME11;ZF;RAW11、庫存式生產、ME 整合、變式 B;RAW11、庫存式生產、ME 整合、變式 B
100;RMME11;NL;RAW11, MTS, ME-integratie, B;RAW11, MTS, ME-INTEGRATIE, B
100;RMME11;NO;RAW11, lagerprod., ME-integrasjon, B;RAW11, LAGERPROD., ME-INTEGRASJON, B
100;RMME11;PT;RAW11, MTS, integração ME, B;RAW11, MTS, INTEGRAÇÃO ME, B
100;RMME11;SK;RAW11, VýrNaSkl, Integrácia ME, B;RAW11, VÝRNASKL, INTEGRÁCIA ME, B
100;RMME11;RU;RAW11, MTS, интеграция ME, B;RAW11, MTS, ИНТЕГРАЦИЯ ME, B
100;RMME11;ES;RAW11, MTS, integración ME, B;RAW11, MTS, INTEGRACIÓN ME, B
100;RMME11;TR;RAW11, MTS, ME entegrasyonu, B;RAW11, MTS, ME ENTEGRASYONU, B
100;RMME11;FI;RAW11, varastoontuotanto, ME-integr., B;RAW11, VARASTOONTUOTANTO, ME-INTEGR., B
100;RMME11;SV;RAW11, MTS, ME-integration, B;RAW11, MTS, ME-INTEGRATION, B
100;RMME11;BG;RAW11, MTS, ME интеграция, B;RAW11, MTS, ME ИНТЕГРАЦИЯ, B
100;RMME11;LT;RAW11, MTS, ME integracija, B;RAW11, MTS, ME INTEGRACIJA, B
100;RMME11;LV;RAW11, MTS, ME integrācija, B;RAW11, MTS, ME INTEGRĀCIJA, B
100;RMME11;CA;RAW11, PPE, Integració ME, B;RAW11, PPE, INTEGRACIÓ ME, B
100;RMME11;SH;RAW11, MTS, ME integracija, B;RAW11, MTS, ME INTEGRACIJA, B
100;RMME11;HI;RAW11, MTS, ME एकीकरण, B;RAW11, MTS, ME एकीकरण, B
100;RMME11;KK;RAW11, MTS, ME интеграциясы, B;RAW11, MTS, ME ИНТЕГРАЦИЯСЫ, B
100;RMME11;VI;RAW11, MTS, tích hợp ME, B;RAW11, MTS, TÍCH HỢP ME, B
100;RMME12;ZH;RAW12，MTS，ME 集成，B;RAW12，MTS，ME 集成，B
100;RMME12;TH;RAW12, MTS, การรวม ME, B;RAW12, MTS, การรวม ME, B
100;RMME12;KO;RAW12, MTS, ME 통합, B;RAW12, MTS, ME 통합, B
100;RMME12;RO;RAW12, MTS, integrare ME, B;RAW12, MTS, INTEGRARE ME, B
100;RMME12;SL;RAW12, MTS, integracija ME, B;RAW12, MTS, INTEGRACIJA ME, B
100;RMME12;HR;RAW12, MTS, ME integracija, B;RAW12, MTS, ME INTEGRACIJA, B
100;RMME12;MS;RAW12, MTS, Penyepaduan ME, B;RAW12, MTS, PENYEPADUAN ME, B
100;RMME12;UK;RAW12, MTS, інтеграція ME, B;RAW12, MTS, ІНТЕГРАЦІЯ ME, B
100;RMME12;ET;RAW12, MTS, ME integreerimine, B;RAW12, MTS, ME INTEGREERIMINE, B
100;RMME12;AR;RAW12، إنتاج حسب المخزون، تكامل ‏ME، ‏B;RAW12، إنتاج حسب المخزون، تكامل ‏ME، ‏B
100;RMME12;HE;RAW12, MTS, ME Integration, B;RAW12, MTS, ME INTEGRATION, B
100;RMME12;CS;RAW12, výr.na skl., integrace ME, B;RAW12, VÝR.NA SKL., INTEGRACE ME, B
100;RMME12;DE;RAW12, LF, ME-Integration, B;RAW12, LF, ME-INTEGRATION, B
100;RMME12;EN;RAW12, MTS, ME Integration, B;RAW12, MTS, ME INTEGRATION, B
100;RMME12;FR;RAW12, prod. s/ stock, intégration ME, B;RAW12, PROD. S/ STOCK, INTÉGRATION ME, B
100;RMME12;EL;RAW12, MTS, ME Ενοποίηση, B;RAW12, MTS, ME ΕΝΟΠΟΊΗΣΗ, B
100;RMME12;HU;RAW12, MTS, ME-integráció, B;RAW12, MTS, ME-INTEGRÁCIÓ, B
100;RMME12;IT;RAW12, MTS, Integrazione ME, B;RAW12, MTS, INTEGRAZIONE ME, B
100;RMME12;JA;RAW12、MTS、ME 統合、B;RAW12、MTS、ME 統合、B
100;RMME12;DA;RAW12, lagerprod., ME-integration, B;RAW12, LAGERPROD., ME-INTEGRATION, B
100;RMME12;PL;RAW12, MTS, ME integracja, B;RAW12, MTS, ME INTEGRACJA, B
100;RMME12;ZF;RAW12、庫存式生產、ME 整合、變式 B;RAW12、庫存式生產、ME 整合、變式 B
100;RMME12;NL;RAW12, MTS, ME-integratie, B;RAW12, MTS, ME-INTEGRATIE, B
100;RMME12;NO;RAW12, lagerprod., ME-integrasjon, B;RAW12, LAGERPROD., ME-INTEGRASJON, B
100;RMME12;PT;RAW12, MTS, integração ME, B;RAW12, MTS, INTEGRAÇÃO ME, B
100;RMME12;SK;RAW12, VýrNaSkl, Integrácia ME, B;RAW12, VÝRNASKL, INTEGRÁCIA ME, B
100;RMME12;RU;RAW12, MTS, интеграция ME, B;RAW12, MTS, ИНТЕГРАЦИЯ ME, B
100;RMME12;ES;RAW12, MTS, integración ME, B;RAW12, MTS, INTEGRACIÓN ME, B
100;RMME12;TR;RAW12, MTS, ME entegrasyonu, B;RAW12, MTS, ME ENTEGRASYONU, B
100;RMME12;FI;RAW12, varastoontuotanto, ME-integr., B;RAW12, VARASTOONTUOTANTO, ME-INTEGR., B
100;RMME12;SV;RAW12, MTS, ME-integration, B;RAW12, MTS, ME-INTEGRATION, B
100;RMME12;BG;RAW12, MTS, ME интеграция, B;RAW12, MTS, ME ИНТЕГРАЦИЯ, B
100;RMME12;LT;RAW12, MTS, ME integracija, B;RAW12, MTS, ME INTEGRACIJA, B
100;RMME12;LV;RAW12, MTS, ME integrācija, B;RAW12, MTS, ME INTEGRĀCIJA, B
100;RMME12;CA;RAW12, PPE, Integració ME, B;RAW12, PPE, INTEGRACIÓ ME, B
100;RMME12;SH;RAW12, MTS, ME integracija, B;RAW12, MTS, ME INTEGRACIJA, B
100;RMME12;HI;RAW12, MTS, ME एकीकरण, B;RAW12, MTS, ME एकीकरण, B
100;RMME12;KK;RAW12, MTS, ME интеграциясы, B;RAW12, MTS, ME ИНТЕГРАЦИЯСЫ, B
100;RMME12;VI;RAW12, MTS, tích hợp ME, B;RAW12, MTS, TÍCH HỢP ME, B
100;RMME13;ZH;RAW13，MTS，ME 集成，B;RAW13，MTS，ME 集成，B
100;RMME13;TH;RAW13, MTS, การรวม ME, B;RAW13, MTS, การรวม ME, B
100;RMME13;KO;RAW13, MTS, ME 통합, B;RAW13, MTS, ME 통합, B
100;RMME13;RO;RAW13, MTS, integrare ME, B;RAW13, MTS, INTEGRARE ME, B
100;RMME13;SL;RAW13, MTS, integracija ME, B;RAW13, MTS, INTEGRACIJA ME, B
100;RMME13;HR;RAW13, MTS, ME integracija, B;RAW13, MTS, ME INTEGRACIJA, B
100;RMME13;MS;RAW13, MTS, Penyepaduan ME, B;RAW13, MTS, PENYEPADUAN ME, B
100;RMME13;UK;RAW13, MTS, інтеграція ME, B;RAW13, MTS, ІНТЕГРАЦІЯ ME, B
100;RMME13;ET;RAW13, MTS, ME integreerimine, B;RAW13, MTS, ME INTEGREERIMINE, B
100;RMME13;AR;RAW13، إنتاج حسب المخزون، تكامل ‏ME، ‏B;RAW13، إنتاج حسب المخزون، تكامل ‏ME، ‏B
100;RMME13;HE;RAW13, MTS, ME Integration, B;RAW13, MTS, ME INTEGRATION, B
100;RMME13;CS;RAW13, výr.na skl., integrace ME, B;RAW13, VÝR.NA SKL., INTEGRACE ME, B
100;RMME13;DE;RAW13, LF, ME-Integration, B;RAW13, LF, ME-INTEGRATION, B
100;RMME13;EN;RAW13, MTS, ME Integration, B;RAW13, MTS, ME INTEGRATION, B
100;RMME13;FR;RAW13, prod. s/ stock, intégration ME, B;RAW13, PROD. S/ STOCK, INTÉGRATION ME, B
100;RMME13;EL;RAW13, MTS, ME Ενοποίηση, B;RAW13, MTS, ME ΕΝΟΠΟΊΗΣΗ, B
100;RMME13;HU;RAW13, MTS, ME-integráció, B;RAW13, MTS, ME-INTEGRÁCIÓ, B
100;RMME13;IT;RAW13, MTS, Integrazione ME, B;RAW13, MTS, INTEGRAZIONE ME, B
100;RMME13;JA;RAW13、MTS、ME 統合、B;RAW13、MTS、ME 統合、B
100;RMME13;DA;RAW13, lagerprod., ME-integration, B;RAW13, LAGERPROD., ME-INTEGRATION, B
100;RMME13;PL;RAW14, MTS, ME integracja, B;RAW14, MTS, ME INTEGRACJA, B
100;RMME13;ZF;RAW13、庫存式生產、ME 整合、變式 B;RAW13、庫存式生產、ME 整合、變式 B
100;RMME13;NL;RAW13, MTS, ME-integratie, B;RAW13, MTS, ME-INTEGRATIE, B
100;RMME13;NO;RAW13, lagerprod., ME-integrasjon, B;RAW13, LAGERPROD., ME-INTEGRASJON, B
100;RMME13;PT;RAW13, MTS, integração ME, B;RAW13, MTS, INTEGRAÇÃO ME, B
100;RMME13;SK;RAW13, VýrNaSkl, Integrácia ME, B;RAW13, VÝRNASKL, INTEGRÁCIA ME, B
100;RMME13;RU;RAW13, MTS, интеграция ME, B;RAW13, MTS, ИНТЕГРАЦИЯ ME, B
100;RMME13;ES;RAW13, MTS, integración ME, B;RAW13, MTS, INTEGRACIÓN ME, B
100;RMME13;TR;RAW13, MTS, ME entegrasyonu, B;RAW13, MTS, ME ENTEGRASYONU, B
100;RMME13;FI;RAW13, varastoontuotanto, ME-integr., B;RAW13, VARASTOONTUOTANTO, ME-INTEGR., B
100;RMME13;SV;RAW13, MTS, ME-integration, B;RAW13, MTS, ME-INTEGRATION, B
100;RMME13;BG;RAW13, MTS, ME интеграция, B;RAW13, MTS, ME ИНТЕГРАЦИЯ, B
100;RMME13;LT;RAW13, MTS, ME integracija, B;RAW13, MTS, ME INTEGRACIJA, B
100;RMME13;LV;RAW13, MTS, ME integrācija, B;RAW13, MTS, ME INTEGRĀCIJA, B
100;RMME13;CA;RAW13,PPE, Integració ME, B;RAW13,PPE, INTEGRACIÓ ME, B
100;RMME13;SH;RAW13, MTS, ME integracija, B;RAW13, MTS, ME INTEGRACIJA, B
100;RMME13;HI;RAW13, MTS, ME एकीकरण, B;RAW13, MTS, ME एकीकरण, B
100;RMME13;KK;RAW13, MTS, ME интеграциясы, B;RAW13, MTS, ME ИНТЕГРАЦИЯСЫ, B
100;RMME13;VI;RAW13, MTS, tích hợp ME, B;RAW13, MTS, TÍCH HỢP ME, B
100;RMME14;ZH;RAW14，MTS，ME 集成，B;RAW14，MTS，ME 集成，B
100;RMME14;TH;RAW14, MTS, การรวม ME, B;RAW14, MTS, การรวม ME, B
100;RMME14;KO;RAW14, MTS, ME 통합, B;RAW14, MTS, ME 통합, B
100;RMME14;RO;RAW14, MTS, integrare ME, B;RAW14, MTS, INTEGRARE ME, B
100;RMME14;SL;RAW14, MTS, integracija ME, B;RAW14, MTS, INTEGRACIJA ME, B
100;RMME14;HR;RAW14, MTS, ME integracija, B;RAW14, MTS, ME INTEGRACIJA, B
100;RMME14;MS;RAW14, MTS, Penyepaduan ME, B;RAW14, MTS, PENYEPADUAN ME, B
100;RMME14;UK;RAW14, MTS, інтеграція ME, B;RAW14, MTS, ІНТЕГРАЦІЯ ME, B
100;RMME14;ET;RAW14, MTS, ME integreerimine, B;RAW14, MTS, ME INTEGREERIMINE, B
100;RMME14;AR;RAW14، إنتاج حسب المخزون، تكامل ‏ME، ‏B;RAW14، إنتاج حسب المخزون، تكامل ‏ME، ‏B
100;RMME14;HE;RAW14, MTS, ME Integration, B;RAW14, MTS, ME INTEGRATION, B
100;RMME14;CS;RAW14, výr.na skl., integrace ME, B;RAW14, VÝR.NA SKL., INTEGRACE ME, B
100;RMME14;DE;RAW14, LF, ME-Integration, B;RAW14, LF, ME-INTEGRATION, B
100;RMME14;EN;RAW14, MTS, ME Integration, B;RAW14, MTS, ME INTEGRATION, B
100;RMME14;FR;RAW14, prod. s/ stock, intégration ME, B;RAW14, PROD. S/ STOCK, INTÉGRATION ME, B
100;RMME14;EL;RAW14, MTS, ME Ενοποίηση, B;RAW14, MTS, ME ΕΝΟΠΟΊΗΣΗ, B
100;RMME14;HU;RAW14, MTS, ME-integráció, B;RAW14, MTS, ME-INTEGRÁCIÓ, B
100;RMME14;IT;RAW14, MTS, Integrazione ME, B;RAW14, MTS, INTEGRAZIONE ME, B
